"resume_id","candidate_label","source_method","source_method_cn","privacy_level","target_job_id","target_job_title","target_company_name","target_industry","target_location","match_level","match_level_cn","expected_match_score","education","experience_years","current_role","skills","target_skills_norm","matched_skills_seed","missing_skills_seed","projects","work_experience","resume_text","target_url","created_at"
"R0051","匿名候选人051","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40259414016","python","软通动力信息技术(集团)股份有限公司","软件/IT服务","深圳 龙岗","low","低匹配","100","本科","1","python","Python; Linux; Excel; 需求分析; 文档编写","Python","Python","","[{""name"":""匿名项目A-python"",""role"":""核心成员"",""skills"":[""Python"",""Linux"",""Excel"",""需求分析""],""description"":""围绕目标岗位 python 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Linux"",""Excel"",""需求分析"",""文档编写""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Python、Linux、Excel、需求分析、文档编写。""}","候选人编号：R0051。教育背景：本科。工作经验：1 年。目标岗位：python。核心技能：Python、Linux、Excel、需求分析、文档编写。项目经历：参与 python 相关项目，围绕 Python 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC000544460J40259414016.htm","2026-06-18T10:42:49Z"
"R0052","匿名候选人052","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40839721405","通用软件开发（Java/Python/JS/GO/C/C++）","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","medium","中匹配","66.7","本科","1","通用软件开发","C语言; Java; Excel; 需求分析","C语言; Java; Python","C语言; Java","Python","[{""name"":""匿名项目A-通用软件开发"",""role"":""核心成员"",""skills"":[""C语言"",""Java"",""Excel"",""需求分析""],""description"":""围绕目标岗位 通用软件开发（Java/Python/JS/GO/C/C++） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Java"",""Excel"",""需求分析""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""通用软件开发"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 C语言、Java、Excel、需求分析。""}","候选人编号：R0052。教育背景：本科。工作经验：1 年。目标岗位：通用软件开发（Java/Python/JS/GO/C/C++）。核心技能：C语言、Java、Excel、需求分析。项目经历：参与 通用软件开发 相关项目，围绕 C语言、Java、Python 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40839721405.htm","2026-06-18T10:42:49Z"
"R0053","匿名候选人053","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40887116213","Python自动化/嵌入式","湖南拓维云创科技有限责任公司","新能源/燃油整车研发制造","深圳 龙岗","high","高匹配","100","本科","4","Python自动化/嵌入式","C++; C语言; Python; 需求分析; 文档编写; 沟通协作","C++; C语言; Python","C++; C语言; Python","","[{""name"":""匿名项目A-Python自动化/嵌入式"",""role"":""核心成员"",""skills"":[""C++"",""C语言"",""Python"",""需求分析""],""description"":""围绕目标岗位 Python自动化/嵌入式 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""C语言"",""Python"",""需求分析"",""文档编写""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Python自动化/嵌入式"",""years"":4,""description"":""负责与 新能源/燃油整车研发制造 相关的研发/测试/数据处理工作，主要使用 C++、C语言、Python、需求分析、文档编写、沟通协作。""}","候选人编号：R0053。教育背景：本科。工作经验：4 年。目标岗位：Python自动化/嵌入式。核心技能：C++、C语言、Python、需求分析、文档编写、沟通协作。项目经历：参与 Python自动化/嵌入式 相关项目，围绕 C++、C语言、Python 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC889005020J40887116213.htm","2026-06-18T10:42:49Z"
"R0054","匿名候选人054","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40697980016","python测试工程师（收初中级 支持开发和运维转 HW AI项目外包）","软通动力信息技术(集团)股份有限公司","软件/IT服务","深圳 龙岗 坂田","medium","中匹配","75","本科","1","python测试工程师","Python; Linux; 测试开发; 文档编写; 沟通协作; 单元测试; 数据分析","Python; Linux; 测试开发; MySQL","Python; Linux; 测试开发","MySQL","[{""name"":""匿名项目A-python测试工程师"",""role"":""核心成员"",""skills"":[""Python"",""Linux"",""测试开发"",""文档编写""],""description"":""围绕目标岗位 python测试工程师（收初中级 支持开发和运维转 HW AI项目外包） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Linux"",""测试开发"",""文档编写"",""沟通协作""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python测试工程师"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Python、Linux、测试开发、文档编写、沟通协作、单元测试、数据分析。""}","候选人编号：R0054。教育背景：本科。工作经验：1 年。目标岗位：python测试工程师（收初中级 支持开发和运维转 HW AI项目外包）。核心技能：Python、Linux、测试开发、文档编写、沟通协作、单元测试、数据分析。项目经历：参与 python测试工程师 相关项目，围绕 Python、Linux、测试开发、MySQL 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC000544460J40697980016.htm","2026-06-18T10:42:49Z"
"R0055","匿名候选人055","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40836813105","java/Python/C/C++/JS/AI算法/软件测试","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","low","低匹配","40","本科","1","java/Python/C/C++/JS/A","C++; Java; 沟通协作; 单元测试","C++; Java; 五险一金; 全程线上面试; Python","C++; Java","五险一金; 全程线上面试; Python","[{""name"":""匿名项目A-java/Python/C/C++/JS/A"",""role"":""核心成员"",""skills"":[""C++"",""Java"",""沟通协作"",""单元测试""],""description"":""围绕目标岗位 java/Python/C/C++/JS/AI算法/软件测试 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Java"",""沟通协作"",""单元测试""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""java/Python/C/C++/JS/A"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 C++、Java、沟通协作、单元测试。""}","候选人编号：R0055。教育背景：本科。工作经验：1 年。目标岗位：java/Python/C/C++/JS/AI算法/软件测试。核心技能：C++、Java、沟通协作、单元测试。项目经历：参与 java/Python/C/C++/JS/A 相关项目，围绕 C++、Java、五险一金、全程线上面试、Python 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40836813105.htm","2026-06-18T10:42:49Z"
"R0056","匿名候选人056","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40887116413","python自动化测试工程师","湖南拓维云创科技有限责任公司","新能源/燃油整车研发制造","深圳 龙岗","medium","中匹配","100","本科","3","python自动化测试工程师","Python; 单元测试; 数据分析; 接口测试","Python","Python","","[{""name"":""匿名项目A-python自动化测试工程师"",""role"":""核心成员"",""skills"":[""Python"",""单元测试"",""数据分析"",""接口测试""],""description"":""围绕目标岗位 python自动化测试工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""单元测试"",""数据分析"",""接口测试""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python自动化测试工程师"",""years"":3,""description"":""负责与 新能源/燃油整车研发制造 相关的研发/测试/数据处理工作，主要使用 Python、单元测试、数据分析、接口测试。""}","候选人编号：R0056。教育背景：本科。工作经验：3 年。目标岗位：python自动化测试工程师。核心技能：Python、单元测试、数据分析、接口测试。项目经历：参与 python自动化测试工程师 相关项目，围绕 Python 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC889005020J40887116413.htm","2026-06-18T10:42:49Z"
"R0057","匿名候选人057","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40756409516","python数据挖掘工程师","软通动力信息技术(集团)股份有限公司","软件/IT服务","深圳 龙岗","high","高匹配","87.5","本科","2","python数据挖掘工程师","机器学习; 深度学习; 分类算法; 回归算法; 聚类算法; 图像算法; Python; 数据分析; 接口测试; 问题定位; 版本管理","机器学习; 深度学习; 分类算法; 回归算法; 聚类算法; 图像算法; Python; Pandas","机器学习; 深度学习; 分类算法; 回归算法; 聚类算法; 图像算法; Python","Pandas","[{""name"":""匿名项目A-python数据挖掘工程师"",""role"":""核心成员"",""skills"":[""机器学习"",""深度学习"",""分类算法"",""回归算法""],""description"":""围绕目标岗位 python数据挖掘工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""深度学习"",""分类算法"",""回归算法"",""聚类算法""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python数据挖掘工程师"",""years"":2,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 机器学习、深度学习、分类算法、回归算法、聚类算法、图像算法、Python、数据分析、接口测试、问题定位、版本管理。""}","候选人编号：R0057。教育背景：本科。工作经验：2 年。目标岗位：python数据挖掘工程师。核心技能：机器学习、深度学习、分类算法、回归算法、聚类算法、图像算法、Python、数据分析、接口测试、问题定位、版本管理。项目经历：参与 python数据挖掘工程师 相关项目，围绕 机器学习、深度学习、分类算法、回归算法、聚类算法、图像算法、Python、Pandas 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC000544460J40756409516.htm","2026-06-18T10:42:49Z"
"R0058","匿名候选人058","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40703359505","Java/C/C++/Python/js/软测","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","medium","中匹配","75","学历不限","1","Java/C/C++/Python/js/软","Java; Python; C++; 接口测试; 问题定位","Java; Python; C++; C","Java; Python; C++","C","[{""name"":""匿名项目A-Java/C/C++/Python/js/软"",""role"":""核心成员"",""skills"":[""Java"",""Python"",""C++"",""接口测试""],""description"":""围绕目标岗位 Java/C/C++/Python/js/软测 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Python"",""C++"",""接口测试"",""问题定位""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Java/C/C++/Python/js/软"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Java、Python、C++、接口测试、问题定位。""}","候选人编号：R0058。教育背景：学历不限。工作经验：1 年。目标岗位：Java/C/C++/Python/js/软测。核心技能：Java、Python、C++、接口测试、问题定位。项目经历：参与 Java/C/C++/Python/js/软 相关项目，围绕 Java、Python、C++、C 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40703359505.htm","2026-06-18T10:42:49Z"
"R0059","匿名候选人059","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40871849805","H89856岗 python自动化测试 （东莞岗位","武汉佰钧成技术有限责任公司","软件/IT服务","深圳 龙岗","low","低匹配","66.7","本科","1","H89856岗 python自动化测试 （东","Python; C/C++; 问题定位; 版本管理; 系统设计","Python; C/C++; Linux","Python; C/C++","Linux","[{""name"":""匿名项目A-H89856岗 python自动化测试 （东"",""role"":""核心成员"",""skills"":[""Python"",""C/C++"",""问题定位"",""版本管理""],""description"":""围绕目标岗位 H89856岗 python自动化测试 （东莞岗位 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""C/C++"",""问题定位"",""版本管理"",""系统设计""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""H89856岗 python自动化测试 （东"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Python、C/C++、问题定位、版本管理、系统设计。""}","候选人编号：R0059。教育背景：本科。工作经验：1 年。目标岗位：H89856岗 python自动化测试 （东莞岗位。核心技能：Python、C/C++、问题定位、版本管理、系统设计。项目经历：参与 H89856岗 python自动化测试 （东 相关项目，围绕 Python、C/C++、Linux 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC364485720J40871849805.htm","2026-06-18T10:42:49Z"
"R0060","匿名候选人060","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40821774416","python开发工程师","软通动力信息技术(集团)股份有限公司","软件/IT服务","深圳 南山","medium","中匹配","75","大专","1","python开发工程师","Django; Python; RPA; 版本管理; 系统设计; 数据清洗; API 调试","Django; Python; RPA; AI","Django; Python; RPA","AI","[{""name"":""匿名项目A-python开发工程师"",""role"":""核心成员"",""skills"":[""Django"",""Python"",""RPA"",""版本管理""],""description"":""围绕目标岗位 python开发工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Python"",""RPA"",""版本管理"",""系统设计""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python开发工程师"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Django、Python、RPA、版本管理、系统设计、数据清洗、API 调试。""}","候选人编号：R0060。教育背景：大专。工作经验：1 年。目标岗位：python开发工程师。核心技能：Django、Python、RPA、版本管理、系统设计、数据清洗、API 调试。项目经历：参与 python开发工程师 相关项目，围绕 Django、Python、RPA、AI 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC000544460J40821774416.htm","2026-06-18T10:42:49Z"
"R0061","匿名候选人061","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40850026705","Java/Python/C 多岗位双休六 险一金年终奖","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","high","高匹配","100","本科","2","Java/Python/C 多岗位双休六 险","C语言; 系统设计; 数据清洗","C语言","C语言","","[{""name"":""匿名项目A-Java/Python/C 多岗位双休六 险"",""role"":""核心成员"",""skills"":[""C语言"",""系统设计"",""数据清洗""],""description"":""围绕目标岗位 Java/Python/C 多岗位双休六 险一金年终奖 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""系统设计"",""数据清洗""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Java/Python/C 多岗位双休六 险"",""years"":2,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 C语言、系统设计、数据清洗。""}","候选人编号：R0061。教育背景：本科。工作经验：2 年。目标岗位：Java/Python/C 多岗位双休六 险一金年终奖。核心技能：C语言、系统设计、数据清洗。项目经历：参与 Java/Python/C 多岗位双休六 险 相关项目，围绕 C语言 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40850026705.htm","2026-06-18T10:42:49Z"
"R0062","匿名候选人062","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40857026703","软件开发/测试/算法 java、c/c++、python、js（可接24/25应届无经验）","智联猎头","产业互联网平台","深圳 龙岗","medium","中匹配","66.7","本科","1","软件开发/测试/算法 java、c/c++、","C语言; C#; 数据清洗; API 调试; 团队协作","C语言; C#; Java","C语言; C#","Java","[{""name"":""匿名项目A-软件开发/测试/算法 java、c/c++、"",""role"":""核心成员"",""skills"":[""C语言"",""C#"",""数据清洗"",""API 调试""],""description"":""围绕目标岗位 软件开发/测试/算法 java、c/c++、python、js（可接24/25应届无经验） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""C#"",""数据清洗"",""API 调试"",""团队协作""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""软件开发/测试/算法 java、c/c++、"",""years"":1,""description"":""负责与 产业互联网平台 相关的研发/测试/数据处理工作，主要使用 C语言、C#、数据清洗、API 调试、团队协作。""}","候选人编号：R0062。教育背景：本科。工作经验：1 年。目标岗位：软件开发/测试/算法 java、c/c++、python、js（可接24/25应届无经验）。核心技能：C语言、C#、数据清洗、API 调试、团队协作。项目经历：参与 软件开发/测试/算法 java、c/c++、 相关项目，围绕 C语言、C#、Java 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1318355140J40857026703.htm","2026-06-18T10:42:49Z"
"R0063","匿名候选人063","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40821650316","python工程师","软通动力信息技术(集团)股份有限公司","软件/IT服务","深圳 龙岗","low","低匹配","40","本科","1","python工程师","Python; C++; API 调试; 团队协作; Git; SQL","Python; C++; PyQt; MySQL; Redis","Python; C++","PyQt; MySQL; Redis","[{""name"":""匿名项目A-python工程师"",""role"":""核心成员"",""skills"":[""Python"",""C++"",""API 调试"",""团队协作""],""description"":""围绕目标岗位 python工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""C++"",""API 调试"",""团队协作"",""Git""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python工程师"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Python、C++、API 调试、团队协作、Git、SQL。""}","候选人编号：R0063。教育背景：本科。工作经验：1 年。目标岗位：python工程师。核心技能：Python、C++、API 调试、团队协作、Git、SQL。项目经历：参与 python工程师 相关项目，围绕 Python、C++、PyQt、MySQL、Redis 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC000544460J40821650316.htm","2026-06-18T10:42:49Z"
"R0064","匿名候选人064","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40796023005","Java/C/C++/Python/前端/测试（接受应届）","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","medium","中匹配","66.7","本科","1","Java/C/C++/Python/前端/测","C++; Python; 团队协作; Git","C++; Python; Spring","C++; Python","Spring","[{""name"":""匿名项目A-Java/C/C++/Python/前端/测"",""role"":""核心成员"",""skills"":[""C++"",""Python"",""团队协作"",""Git""],""description"":""围绕目标岗位 Java/C/C++/Python/前端/测试（接受应届） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Python"",""团队协作"",""Git""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Java/C/C++/Python/前端/测"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 C++、Python、团队协作、Git。""}","候选人编号：R0064。教育背景：本科。工作经验：1 年。目标岗位：Java/C/C++/Python/前端/测试（接受应届）。核心技能：C++、Python、团队协作、Git。项目经历：参与 Java/C/C++/Python/前端/测 相关项目，围绕 C++、Python、Spring 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40796023005.htm","2026-06-18T10:42:49Z"
"R0065","匿名候选人065","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40900208003","OD软件开发/测试/算法 java、c/c++、python、js（可接24/25届非it专业）","智联猎头","产业互联网平台","深圳 龙岗","high","高匹配","100","本科","2","OD软件开发/测试/算法 java、c/c+","JavaScript; Python; C++; Git; SQL; Linux","JavaScript; Python; C++","JavaScript; Python; C++","","[{""name"":""匿名项目A-OD软件开发/测试/算法 java、c/c+"",""role"":""核心成员"",""skills"":[""JavaScript"",""Python"",""C++"",""Git""],""description"":""围绕目标岗位 OD软件开发/测试/算法 java、c/c++、python、js（可接24/25届非it专业） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Python"",""C++"",""Git"",""SQL""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""OD软件开发/测试/算法 java、c/c+"",""years"":2,""description"":""负责与 产业互联网平台 相关的研发/测试/数据处理工作，主要使用 JavaScript、Python、C++、Git、SQL、Linux。""}","候选人编号：R0065。教育背景：本科。工作经验：2 年。目标岗位：OD软件开发/测试/算法 java、c/c++、python、js（可接24/25届非it专业）。核心技能：JavaScript、Python、C++、Git、SQL、Linux。项目经历：参与 OD软件开发/测试/算法 java、c/c+ 相关项目，围绕 JavaScript、Python、C++ 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1318355140J40900208003.htm","2026-06-18T10:42:49Z"
"R0066","匿名候选人066","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40804476216","python开发","软通动力信息技术(集团)股份有限公司","软件/IT服务","深圳 龙岗","medium","中匹配","60","本科","1","python开发","Python; PYSIDE; PyQt; SQL; Linux; Excel; 需求分析","Python; PYSIDE; PyQt; QT; Linux","Python; PYSIDE; PyQt","QT","[{""name"":""匿名项目A-python开发"",""role"":""核心成员"",""skills"":[""Python"",""PYSIDE"",""PyQt"",""SQL""],""description"":""围绕目标岗位 python开发 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""PYSIDE"",""PyQt"",""SQL"",""Linux""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python开发"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Python、PYSIDE、PyQt、SQL、Linux、Excel、需求分析。""}","候选人编号：R0066。教育背景：本科。工作经验：1 年。目标岗位：python开发。核心技能：Python、PYSIDE、PyQt、SQL、Linux、Excel、需求分析。项目经历：参与 python开发 相关项目，围绕 Python、PYSIDE、PyQt、QT、Linux 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC000544460J40804476216.htm","2026-06-18T10:42:49Z"
"R0067","匿名候选人067","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40614947605","java/c++/C/Python/前端开发工程师","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","low","低匹配","66.7","本科","1","java/c++/C/Python/前端开发","C语言; Java; Linux; Excel","C语言; Java; Python","C语言; Java","Python","[{""name"":""匿名项目A-java/c++/C/Python/前端开发"",""role"":""核心成员"",""skills"":[""C语言"",""Java"",""Linux"",""Excel""],""description"":""围绕目标岗位 java/c++/C/Python/前端开发工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Java"",""Linux"",""Excel""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""java/c++/C/Python/前端开发"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 C语言、Java、Linux、Excel。""}","候选人编号：R0067。教育背景：本科。工作经验：1 年。目标岗位：java/c++/C/Python/前端开发工程师。核心技能：C语言、Java、Linux、Excel。项目经历：参与 java/c++/C/Python/前端开发 相关项目，围绕 C语言、Java、Python 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40614947605.htm","2026-06-18T10:42:49Z"
"R0068","匿名候选人068","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40853498107","后台开发工程师（Python/Java）","深圳美乐创科技有限公司","人工智能","深圳 宝安","medium","中匹配","60","大专","3","后台开发工程师","Java; Python; MySQL; Excel; 需求分析; 文档编写","Java; Python; MySQL; PostgreSQL; Redis","Java; Python; MySQL","PostgreSQL; Redis","[{""name"":""匿名项目A-后台开发工程师"",""role"":""核心成员"",""skills"":[""Java"",""Python"",""MySQL"",""Excel""],""description"":""围绕目标岗位 后台开发工程师（Python/Java） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Python"",""MySQL"",""Excel"",""需求分析""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""后台开发工程师"",""years"":3,""description"":""负责与 人工智能 相关的研发/测试/数据处理工作，主要使用 Java、Python、MySQL、Excel、需求分析、文档编写。""}","候选人编号：R0068。教育背景：大专。工作经验：3 年。目标岗位：后台开发工程师（Python/Java）。核心技能：Java、Python、MySQL、Excel、需求分析、文档编写。项目经历：参与 后台开发工程师 相关项目，围绕 Java、Python、MySQL、PostgreSQL、Redis 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1388935150J40853498107.htm","2026-06-18T10:42:49Z"
